Order_ID,Restaurant_Name,Cuisine,Order_Date,Order_Time,Delivery_Time_Minutes,Order_Value,Payment_Method,Customer_Rating,City
ORD0049,Pizza Plaza,Japanese,25-01-2022,10:06,47,1025.07,Debit Card,3.2,Mumbai
ORD0050,Curry Delight,Indian,25-01-2022,22:24,28,1117.24,Debit Card,1.4,Delhi
ORD0051,Pasta Paradise,Italian,26-01-2022,17:35,28,1332.5,Wallet,4.5,Hyderabad
ORD0052,Pizza Plaza,Japanese,26-01-2022,15:18,27,861.5,Debit Card,4,Hyderabad
ORD0053,Pasta Paradise,Chinese,27-01-2022,11:06,23,1643.73,Debit Card,2.7,Delhi
ORD0054,Pasta Paradise,Italian,27-01-2022,11:03,42,929.46,Credit Card,1.2,Bangalore
ORD0055,Burger Town,Chinese,28-01-2022,19:40,26,114.67,Cash,2.6,Chennai
ORD0056,Pizza Plaza,Chinese,28-01-2022,15:09,44,593.02,Cash,2.2,Chennai
ORD0057,Pasta Paradise,Japanese,29-01-2022,19:05,24,774.74,UPI,4.9,Chennai
ORD0058,Spice Villa,American,29-01-2022,18:02,17,1028.49,UPI,4.4,Mumbai
ORD0059,Sushi World,Chinese,30-01-2022,21:29,16,962.64,UPI,3.1,Mumbai
ORD0060,Pizza Plaza,Mexican,30-01-2022,17:42,24,1130.79,Wallet,2.6,Kolkata
ORD0061,Pizza Plaza,American,31-01-2022,14:25,44,1590.29,Debit Card,2.3,Mumbai
ORD0062,Curry Delight,Japanese,31-01-2022,17:28,17,194.78,UPI,1.2,Kolkata
ORD0063,Spice Villa,Mexican,01-02-2022,15:31,36,673.52,Credit Card,2.2,Mumbai
ORD0064,Burger Town,American,01-02-2022,20:50,48,793.21,UPI,4.1,Hyderabad
ORD0065,Sushi World,Italian,02-02-2022,23:18,21,478.7,Credit Card,1.6,Delhi
ORD0066,Pasta Paradise,Indian,02-02-2022,10:58,37,1210.78,Credit Card,3.5,Mumbai
ORD0067,Spice Villa,Chinese,03-02-2022,22:14,55,1311.15,Debit Card,4.2,Delhi
ORD0068,Spice Villa,Chinese,03-02-2022,15:08,45,1285.18,UPI,4.1,Bangalore
ORD0069,Sushi World,Italian,04-02-2022,17:21,18,637.11,Debit Card,3.3,Kolkata
ORD0070,Pasta Paradise,Japanese,04-02-2022,10:51,49,916.79,Credit Card,3.2,Kolkata
ORD0071,Sushi World,Indian,05-02-2022,11:51,37,1016.51,Credit Card,1.1,Bangalore
ORD0072,Sushi World,Indian,05-02-2022,21:13,45,460.15,Debit Card,3.8,Hyderabad
ORD0073,Burger Town,Mexican,06-02-2022,18:50,18,1100.91,Credit Card,4.4,Kolkata
ORD0074,Curry Delight,Indian,06-02-2022,11:29,58,1421.45,Credit Card,2.6,Mumbai
ORD0075,Spice Villa,Mexican,07-02-2022,21:12,19,665.67,Cash,3.1,Bangalore
ORD0076,Spice Villa,Chinese,08-02-2022,15:36,31,1480.01,Cash,4.5,Kolkata
ORD0077,Curry Delight,Indian,08-02-2022,15:48,60,788.06,Cash,1.6,Chennai
ORD0078,Sushi World,Italian,09-02-2022,17:41,58,715.68,Wallet,3.1,Delhi
ORD0079,Curry Delight,Mexican,09-02-2022,14:49,31,1773.03,Wallet,2.9,Chennai
ORD0080,Spice Villa,Mexican,10-02-2022,22:28,18,1411.9,Debit Card,1.3,Mumbai
ORD0081,Pizza Plaza,Indian,10-02-2022,22:26,27,1575.34,Debit Card,4.5,Mumbai
ORD0082,Pizza Plaza,Chinese,11-02-2022,15:08,24,1481.04,Wallet,1.2,Delhi
ORD0083,Spice Villa,American,11-02-2022,17:37,50,433.32,UPI,3.2,Delhi
ORD0084,Pizza Plaza,Japanese,12-02-2022,18:40,53,1681.79,UPI,1.6,Mumbai
ORD0085,Curry Delight,Mexican,12-02-2022,12:16,39,106.05,Cash,1.3,Mumbai
ORD0086,Curry Delight,Chinese,13-02-2022,22:59,27,126.88,Debit Card,4.7,Mumbai
ORD0087,Pasta Paradise,Indian,13-02-2022,12:19,45,771.82,Cash,4.3,Delhi
ORD0088,Burger Town,Indian,14-02-2022,17:38,22,1365.06,Cash,2.5,Bangalore
ORD0089,Pasta Paradise,Mexican,14-02-2022,19:42,42,156.96,Wallet,4.2,Bangalore
ORD0090,Pasta Paradise,Indian,15-02-2022,21:28,16,1636.86,Cash,3,Mumbai
ORD0091,Pizza Plaza,American,15-02-2022,12:40,51,1451.42,Credit Card,1.8,Kolkata
ORD0092,Pizza Plaza,Indian,16-02-2022,16:55,50,903.89,Wallet,1.8,Bangalore
ORD0093,Burger Town,American,16-02-2022,17:09,53,1924.16,UPI,3.4,Chennai
ORD0094,Spice Villa,Mexican,17-02-2022,21:01,22,721.22,Debit Card,1.4,Delhi
ORD0095,Sushi World,Japanese,17-02-2022,23:41,45,610.03,UPI,2.3,Delhi
ORD0096,Sushi World,American,18-02-2022,18:58,51,1278.65,Credit Card,1.9,Chennai
ORD0097,Pasta Paradise,Indian,18-02-2022,11:47,52,1273.33,Cash,4.6,Bangalore
ORD0098,Spice Villa,Japanese,19-02-2022,18:16,60,633.73,Wallet,1.3,Hyderabad
ORD0099,Pasta Paradise,American,19-02-2022,21:02,22,1961.38,Cash,1.3,Kolkata
ORD0100,Burger Town,Indian,20-02-2022,23:41,38,449.66,UPI,2.9,Mumbai
ORD0101,Pizza Plaza,Italian,20-02-2022,15:55,46,1777.16,Cash,1.5,Bangalore
ORD0102,Sushi World,Italian,21-02-2022,20:20,37,1007.56,Debit Card,1.6,Mumbai
ORD0103,Pizza Plaza,Japanese,21-02-2022,13:49,46,149.34,Cash,3.9,Delhi
ORD0104,Curry Delight,Chinese,22-02-2022,17:07,36,1512.33,Wallet,1.2,Chennai
ORD0105,Sushi World,Japanese,22-02-2022,13:32,40,1059.27,Credit Card,5,Bangalore
ORD0106,Spice Villa,Chinese,23-02-2022,13:54,15,407.63,UPI,3.4,Mumbai
ORD0107,Curry Delight,American,23-02-2022,11:49,47,1960.32,Debit Card,2.9,Mumbai
ORD0108,Pasta Paradise,Chinese,24-02-2022,11:36,22,632.57,UPI,2.6,Chennai
ORD0109,Curry Delight,Mexican,24-02-2022,16:42,21,991.09,Debit Card,2.3,Delhi
ORD0110,Spice Villa,Chinese,25-02-2022,23:21,59,937.36,Debit Card,1.7,Delhi
ORD0111,Burger Town,Chinese,25-02-2022,21:42,49,1280.86,Credit Card,1.8,Kolkata
ORD0112,Spice Villa,Italian,26-02-2022,17:46,37,880.28,Wallet,4.4,Bangalore
ORD0113,Pasta Paradise,Italian,26-02-2022,19:43,59,1889.79,Debit Card,2.5,Chennai
ORD0114,Curry Delight,Mexican,27-02-2022,10:42,37,1705.54,Cash,1.8,Kolkata
ORD0115,Pizza Plaza,Chinese,27-02-2022,12:30,42,1954.19,Credit Card,1.6,Delhi
ORD0116,Spice Villa,Japanese,28-02-2022,18:02,31,293.96,Wallet,5,Hyderabad
ORD0117,Burger Town,Indian,28-02-2022,21:34,33,738.43,Debit Card,4,Mumbai
ORD0118,Pasta Paradise,Japanese,01-03-2022,21:09,35,450.06,Debit Card,3.2,Chennai
ORD0119,Sushi World,Indian,01-03-2022,21:02,35,775.09,Debit Card,2.4,Delhi
ORD0120,Burger Town,Mexican,02-03-2022,22:41,17,1189.24,Credit Card,3.5,Bangalore
ORD0121,Curry Delight,American,02-03-2022,21:47,33,798.12,Cash,3,Delhi
ORD0122,Pasta Paradise,Indian,03-03-2022,12:58,27,782.96,Wallet,1.3,Hyderabad
ORD0123,Pasta Paradise,Mexican,03-03-2022,17:54,53,1218.3,Debit Card,4.4,Kolkata
ORD0124,Pasta Paradise,Indian,04-03-2022,12:41,59,899.95,Debit Card,2.8,Kolkata
ORD0125,Curry Delight,Japanese,04-03-2022,19:50,18,1163.19,Wallet,1,Chennai
ORD0126,Burger Town,American,05-03-2022,16:15,35,1726.33,Cash,1.7,Chennai
ORD0127,Sushi World,Indian,05-03-2022,19:28,33,915.79,Credit Card,4.3,Chennai
ORD0128,Pizza Plaza,Mexican,06-03-2022,22:14,24,1483,UPI,3.1,Kolkata
ORD0129,Curry Delight,Chinese,06-03-2022,20:51,20,1010.28,Cash,1.3,Mumbai
ORD0130,Spice Villa,Mexican,07-03-2022,21:48,18,1855.65,Debit Card,4.3,Hyderabad
ORD0131,Pasta Paradise,Indian,07-03-2022,10:20,37,1532.56,Debit Card,3.5,Mumbai
ORD0132,Pizza Plaza,Italian,08-03-2022,22:21,15,409.39,Credit Card,2.1,Kolkata
ORD0133,Spice Villa,Italian,08-03-2022,13:45,48,935.11,Wallet,1.4,Kolkata
ORD0134,Spice Villa,Mexican,09-03-2022,10:55,29,1603.87,Cash,2.5,Hyderabad
ORD0135,Curry Delight,Japanese,09-03-2022,20:17,15,1105.96,Cash,3.6,Chennai
ORD0136,Pizza Plaza,Mexican,10-03-2022,12:51,40,507.14,Credit Card,4.3,Chennai
ORD0137,Pizza Plaza,Indian,10-03-2022,17:51,33,129.38,Credit Card,4.6,Mumbai
ORD0138,Pasta Paradise,American,11-03-2022,11:34,23,356.85,Credit Card,2.2,Delhi
ORD0139,Curry Delight,Chinese,11-03-2022,19:17,34,1709.89,Debit Card,1.4,Mumbai
ORD0140,Curry Delight,Mexican,12-03-2022,16:22,15,1082.47,Credit Card,2.2,Delhi
ORD0141,Spice Villa,Japanese,12-03-2022,18:04,19,457.68,Credit Card,1.7,Chennai
ORD0142,Burger Town,Mexican,13-03-2022,17:10,41,1986.28,Credit Card,2.5,Chennai
ORD0143,Spice Villa,Indian,13-03-2022,10:21,28,392.64,Credit Card,3.9,Kolkata
ORD0144,Curry Delight,Japanese,14-03-2022,21:49,33,1532.3,Wallet,3.4,Kolkata
ORD0145,Pizza Plaza,Italian,14-03-2022,10:02,16,1196.22,Wallet,4.5,Delhi
ORD0146,Pasta Paradise,Italian,15-03-2022,12:33,43,1553.49,Credit Card,3.8,Delhi
ORD0147,Spice Villa,Mexican,15-03-2022,11:54,44,943.1,Wallet,4.1,Kolkata
ORD0148,Sushi World,Indian,16-03-2022,22:34,53,779.05,Credit Card,4.9,Chennai
ORD0149,Curry Delight,American,16-03-2022,23:27,19,454.81,Credit Card,1.4,Bangalore
ORD0150,Sushi World,Indian,17-03-2022,21:58,27,532.37,Debit Card,1.6,Delhi
ORD0151,Burger Town,Chinese,18-03-2022,22:39,25,606.06,UPI,3.1,Kolkata
ORD0152,Pizza Plaza,Italian,18-03-2022,10:22,34,1917.25,Credit Card,4.8,Chennai
ORD0153,Spice Villa,Mexican,19-03-2022,22:03,31,927.93,Credit Card,3.3,Hyderabad
ORD0154,Burger Town,Indian,19-03-2022,16:20,42,820.45,Debit Card,4.1,Chennai
ORD0155,Pasta Paradise,Japanese,20-03-2022,23:32,40,770.23,Cash,4.7,Kolkata
ORD0156,Curry Delight,Mexican,20-03-2022,10:14,50,1728.11,UPI,3.5,Bangalore
ORD0157,Spice Villa,Mexican,21-03-2022,16:04,32,1280.03,Wallet,4.5,Kolkata
ORD0158,Pizza Plaza,Italian,21-03-2022,18:02,19,959.96,Cash,4.1,Delhi
ORD0159,Pasta Paradise,Indian,22-03-2022,17:28,19,965.87,Debit Card,3.2,Delhi
ORD0160,Pasta Paradise,Italian,22-03-2022,11:49,23,1239.79,Cash,3,Kolkata
ORD0161,Curry Delight,Indian,23-03-2022,18:34,30,545.62,Wallet,2.6,Mumbai
ORD0162,Pizza Plaza,American,23-03-2022,17:57,46,284.02,UPI,3.7,Bangalore
ORD0163,Pasta Paradise,Italian,24-03-2022,11:00,52,1914.78,Cash,4.1,Hyderabad
ORD0164,Spice Villa,American,24-03-2022,12:59,24,1975.1,Cash,3.9,Chennai
ORD0165,Curry Delight,American,25-03-2022,10:29,15,835.89,Debit Card,1.2,Hyderabad
ORD0166,Sushi World,American,25-03-2022,20:51,38,1742.18,Debit Card,3.1,Delhi
ORD0167,Spice Villa,Indian,26-03-2022,10:17,40,1509.32,Wallet,3.3,Hyderabad
ORD0168,Pasta Paradise,Mexican,26-03-2022,11:50,38,1357.41,Cash,4.8,Bangalore
ORD0169,Pasta Paradise,American,27-03-2022,13:22,36,686.78,Credit Card,3.7,Bangalore
ORD0170,Burger Town,Italian,27-03-2022,10:20,33,219.49,UPI,3.7,Bangalore
ORD0171,Pasta Paradise,Chinese,28-03-2022,23:00,29,1871.97,Wallet,1.3,Mumbai
ORD0172,Spice Villa,Italian,28-03-2022,14:34,34,211.75,UPI,2.8,Hyderabad
ORD0173,Burger Town,Japanese,29-03-2022,13:09,32,540.11,Debit Card,4.4,Bangalore
ORD0174,Pasta Paradise,American,29-03-2022,20:02,40,1635.24,Debit Card,3.8,Hyderabad
ORD0175,Pasta Paradise,American,30-03-2022,16:18,42,1592.44,Cash,2.2,Kolkata
ORD0176,Pizza Plaza,Japanese,30-03-2022,23:30,32,1691.53,UPI,1.8,Kolkata
ORD0177,Curry Delight,Mexican,31-03-2022,23:09,30,531.55,Cash,1.9,Chennai
ORD0178,Spice Villa,Chinese,31-03-2022,17:46,52,1187.01,Cash,4.6,Delhi
ORD0179,Spice Villa,Mexican,01-04-2022,19:14,51,1853.26,Credit Card,4.9,Hyderabad
ORD0180,Sushi World,Mexican,01-04-2022,16:38,41,137.84,Debit Card,1.3,Chennai
ORD0181,Curry Delight,Chinese,02-04-2022,23:33,39,528.78,Debit Card,1.9,Bangalore
ORD0182,Sushi World,Italian,02-04-2022,23:59,31,885.13,Wallet,3.7,Delhi
ORD0183,Sushi World,American,03-04-2022,19:23,29,1251.92,Cash,4.7,Hyderabad
ORD0184,Spice Villa,Chinese,03-04-2022,20:15,37,1558.73,UPI,2.1,Chennai
ORD0185,Spice Villa,Japanese,04-04-2022,17:19,25,1281.73,UPI,3.4,Mumbai
ORD0186,Curry Delight,Indian,04-04-2022,19:39,47,196.06,Credit Card,2.8,Chennai
ORD0187,Curry Delight,Japanese,05-04-2022,12:45,57,1209.86,Debit Card,3.1,Delhi
ORD0188,Pizza Plaza,Mexican,05-04-2022,20:55,34,1444.92,Wallet,4.5,Hyderabad
ORD0189,Curry Delight,Mexican,06-04-2022,22:50,25,330.33,Debit Card,1.9,Hyderabad
ORD0190,Burger Town,American,06-04-2022,22:53,47,1532.71,UPI,4,Delhi
ORD0191,Pasta Paradise,Italian,07-04-2022,13:29,43,1774.61,Debit Card,4.6,Bangalore
ORD0192,Pasta Paradise,Chinese,07-04-2022,10:53,24,170.89,Debit Card,3.6,Bangalore
ORD0193,Curry Delight,American,08-04-2022,13:08,34,1044.85,Credit Card,3.8,Delhi
ORD0194,Curry Delight,Chinese,08-04-2022,10:45,28,1442.41,Wallet,1,Chennai
ORD0195,Burger Town,Mexican,09-04-2022,21:27,59,294.5,UPI,5,Kolkata
ORD0196,Spice Villa,Mexican,09-04-2022,14:13,54,1799.6,Cash,1.7,Hyderabad
ORD0197,Spice Villa,American,10-04-2022,20:53,23,1749.01,Wallet,4.2,Chennai
ORD0198,Pizza Plaza,Japanese,10-04-2022,18:46,52,1271.17,Debit Card,2,Bangalore
ORD0199,Spice Villa,Japanese,11-04-2022,15:27,19,1057.9,Debit Card,4.4,Chennai
ORD0200,Spice Villa,Italian,11-04-2022,19:01,29,1794.49,Wallet,3.1,Mumbai
ORD0201,Spice Villa,Japanese,12-04-2022,17:29,28,716.64,UPI,4.3,Chennai
ORD0202,Spice Villa,Indian,12-04-2022,17:26,45,1104.47,Cash,2.4,Chennai
ORD0203,Pizza Plaza,Japanese,13-04-2022,10:45,28,1223.42,Cash,3.8,Hyderabad
ORD0204,Pasta Paradise,Italian,13-04-2022,12:10,41,339.34,Debit Card,4.3,Hyderabad
ORD0205,Sushi World,Indian,14-04-2022,20:41,30,1585.3,UPI,2.5,Bangalore
ORD0206,Burger Town,Italian,14-04-2022,18:17,25,571.66,Wallet,1.9,Mumbai
ORD0207,Curry Delight,Chinese,15-04-2022,23:19,39,386.73,Cash,2.1,Delhi
ORD0208,Pasta Paradise,Japanese,15-04-2022,15:08,42,1029.49,Credit Card,1.6,Mumbai
ORD0209,Burger Town,Japanese,16-04-2022,23:38,56,1983.81,UPI,3.5,Chennai
ORD0210,Burger Town,Mexican,16-04-2022,12:44,26,451.68,Cash,1.5,Mumbai
ORD0211,Curry Delight,Italian,17-04-2022,18:22,20,329.34,Cash,3.9,Kolkata
ORD0212,Burger Town,Mexican,17-04-2022,18:43,25,1749.1,Debit Card,4.8,Chennai
ORD0213,Spice Villa,Japanese,18-04-2022,11:50,31,688.68,UPI,4.4,Kolkata
ORD0214,Sushi World,Mexican,18-04-2022,23:07,24,1719.34,Wallet,4,Delhi
ORD0215,Pasta Paradise,Italian,19-04-2022,14:28,26,1761.45,Cash,3.8,Chennai
ORD0216,Burger Town,Mexican,19-04-2022,11:52,60,1299.48,Cash,2.6,Delhi
ORD0217,Sushi World,Italian,20-04-2022,14:14,37,102.94,Debit Card,3.2,Hyderabad
ORD0218,Burger Town,Indian,20-04-2022,16:42,38,302.56,Debit Card,3.4,Delhi
ORD0219,Spice Villa,Italian,21-04-2022,21:15,19,589.84,UPI,3.9,Chennai
ORD0220,Burger Town,American,21-04-2022,10:53,31,157.93,Credit Card,4.6,Hyderabad
ORD0221,Pasta Paradise,American,22-04-2022,11:18,32,888.07,Credit Card,2.4,Kolkata
ORD0222,Curry Delight,Japanese,22-04-2022,15:28,15,1844.42,Debit Card,3.9,Chennai
ORD0223,Burger Town,Japanese,23-04-2022,10:46,22,1992.3,Cash,2.4,Kolkata
ORD0224,Curry Delight,Chinese,24-04-2022,16:46,23,1750.83,Cash,3.2,Mumbai
ORD0225,Sushi World,Indian,24-04-2022,10:46,44,836.19,Debit Card,1.5,Kolkata
ORD0226,Burger Town,Chinese,25-04-2022,22:27,45,1544.17,Credit Card,4.8,Bangalore
ORD0227,Curry Delight,American,25-04-2022,21:25,51,1475.58,Credit Card,3.1,Mumbai
ORD0228,Sushi World,Mexican,26-04-2022,13:01,51,265.47,Cash,4.8,Chennai
ORD0229,Burger Town,American,26-04-2022,18:17,57,157.24,Debit Card,1.4,Kolkata
ORD0230,Curry Delight,Mexican,27-04-2022,17:55,18,1042.78,Credit Card,2.6,Kolkata
ORD0231,Spice Villa,Chinese,27-04-2022,20:13,48,344.94,UPI,1.5,Delhi
ORD0232,Curry Delight,Mexican,28-04-2022,19:25,47,274.33,UPI,1.3,Mumbai
ORD0233,Curry Delight,Chinese,28-04-2022,17:39,55,1281.26,Cash,4,Hyderabad
ORD0234,Pizza Plaza,American,29-04-2022,21:24,25,372.73,UPI,4.3,Chennai
ORD0235,Sushi World,Italian,29-04-2022,11:59,36,1254.13,UPI,4,Chennai
ORD0236,Pasta Paradise,Chinese,30-04-2022,13:46,60,1780.35,Credit Card,3.1,Delhi
ORD0237,Spice Villa,Chinese,30-04-2022,23:28,35,338.51,UPI,1.1,Hyderabad
ORD0238,Pasta Paradise,Mexican,01-05-2022,11:55,34,1054.51,Cash,2.1,Delhi
ORD0239,Spice Villa,American,01-05-2022,20:41,36,1789.16,Wallet,3.5,Mumbai
ORD0240,Pizza Plaza,Indian,02-05-2022,10:22,32,1940.74,Wallet,2.1,Chennai
ORD0241,Burger Town,Indian,02-05-2022,16:29,46,1301.27,Wallet,4.2,Hyderabad
ORD0242,Spice Villa,Italian,03-05-2022,15:43,58,1992.68,Credit Card,1.8,Chennai
ORD0243,Sushi World,American,03-05-2022,21:01,29,935.62,UPI,1.3,Mumbai
ORD0244,Pizza Plaza,Japanese,04-05-2022,17:05,17,730.72,Wallet,1.3,Chennai
ORD0245,Sushi World,Mexican,04-05-2022,15:39,47,1400.57,Credit Card,1.6,Delhi
ORD0246,Pasta Paradise,Chinese,05-05-2022,19:54,54,1344.13,Wallet,1,Bangalore
ORD0247,Pizza Plaza,Chinese,05-05-2022,20:57,52,214.87,Debit Card,4.6,Hyderabad
ORD0248,Curry Delight,Chinese,06-05-2022,19:32,41,267.25,Cash,1.3,Kolkata
ORD0249,Pizza Plaza,Japanese,06-05-2022,16:47,46,1913.37,Credit Card,5,Hyderabad
ORD0250,Curry Delight,Chinese,07-05-2022,20:51,34,1003.19,Wallet,3.3,Bangalore
ORD0251,Sushi World,Japanese,07-05-2022,13:19,31,677.45,Debit Card,1.7,Hyderabad
ORD0252,Burger Town,American,08-05-2022,15:54,31,1756.68,Debit Card,3.8,Delhi
ORD0253,Curry Delight,Indian,08-05-2022,21:06,48,1347.94,Credit Card,2.9,Mumbai
ORD0254,Pasta Paradise,Indian,09-05-2022,17:22,56,1514.12,Cash,4.3,Delhi
ORD0255,Curry Delight,Japanese,09-05-2022,13:18,36,218.92,Credit Card,1.3,Mumbai
ORD0256,Sushi World,Mexican,10-05-2022,13:20,43,1758.97,Wallet,2.4,Kolkata
ORD0257,Sushi World,Chinese,10-05-2022,16:57,22,1090.93,Wallet,3.5,Delhi
ORD0258,Pizza Plaza,Chinese,11-05-2022,19:26,36,1283.93,UPI,4.1,Mumbai
ORD0259,Spice Villa,American,11-05-2022,10:05,15,1107.94,Debit Card,3,Chennai
ORD0260,Pizza Plaza,Japanese,12-05-2022,21:25,33,1190.67,UPI,4.7,Chennai
ORD0261,Pizza Plaza,American,12-05-2022,18:51,29,855.67,Cash,2.9,Hyderabad
ORD0262,Burger Town,Italian,13-05-2022,22:32,18,1077.13,UPI,4,Kolkata
ORD0263,Burger Town,Chinese,13-05-2022,16:55,21,1323.85,Wallet,3.6,Chennai
ORD0264,Burger Town,Mexican,14-05-2022,23:41,38,1457.65,Wallet,1.3,Mumbai
ORD0265,Sushi World,Mexican,14-05-2022,15:37,50,951.86,UPI,1.4,Delhi
ORD0266,Curry Delight,Indian,15-05-2022,19:01,54,137.75,Debit Card,2,Bangalore
ORD0267,Pizza Plaza,Japanese,15-05-2022,22:54,39,1626.58,Credit Card,1.2,Mumbai
ORD0268,Sushi World,Indian,16-05-2022,13:04,56,852.82,Debit Card,3.4,Kolkata
ORD0269,Burger Town,Chinese,16-05-2022,22:39,55,131.78,UPI,4.9,Mumbai
ORD0270,Pasta Paradise,Mexican,17-05-2022,13:18,22,1807.55,Wallet,2.6,Mumbai
ORD0271,Curry Delight,Chinese,17-05-2022,18:06,51,395.83,Cash,4.9,Mumbai
ORD0272,Burger Town,American,18-05-2022,13:59,21,629.89,Cash,3.1,Kolkata
ORD0273,Sushi World,Chinese,18-05-2022,16:55,38,277.1,Credit Card,1.9,Delhi
ORD0274,Sushi World,Indian,19-05-2022,23:10,43,575.01,UPI,3.5,Bangalore
ORD0275,Pizza Plaza,Mexican,19-05-2022,22:27,52,1980.66,Cash,4.6,Delhi
ORD0276,Spice Villa,Indian,20-05-2022,22:33,51,1697.67,UPI,3.1,Hyderabad
ORD0277,Pizza Plaza,Mexican,20-05-2022,15:53,24,1187.16,Credit Card,3.4,Hyderabad
ORD0278,Spice Villa,Italian,21-05-2022,15:28,49,1444.83,UPI,4.2,Mumbai
